Name,GID,Team,Modified,Members
HPS: 2022 Talon Family Model Announcement Email (15685-1),1201804720622588,VN Dev Team,2024-01-12T15:25:25.603Z,"[{'gid': '1201371484416397', 'resource_type': 'user'}, {'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1201415151369986', 'resource_type': 'user'}]"
FY22 Powersports Emails: Ken Roczen (Racer Faves) Powersports Models Email (15685-1),1201804721000143,VN Dev Team,2024-01-12T15:25:25.631Z,"[{'gid': '1201371484416397', 'resource_type': 'user'}, {'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1201415151369986', 'resource_type': 'user'}]"
Example- WP Website Development,1201804726600877,VN Dev Team,2023-07-25T20:10:22.344Z,"[{'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1201415151369986', 'resource_type': 'user'}, {'gid': '1201415151146491', 'resource_type': 'user'}, {'gid': '1201392040267250', 'resource_type': 'user'}, {'gid': '1201371484416397', 'resource_type': 'user'}, {'gid': '1201413415538593', 'resource_type': 'user'}]"
Ford - Account Planning Overview,1201986021063449,Ford,2023-08-01T14:33:06.842Z,"[{'gid': '1201876168709821', 'resource_type': 'user'}, {'gid': '1201853457626650', 'resource_type': 'user'}, {'gid': '1205139226462178', 'resource_type': 'user'}]"
P000831 Real-Time Dealer Inventory,1203704561902759,Honda Digital,2023-11-09T21:33:14.459Z,"[{'gid': '1201639845710973', 'resource_type': 'user'}, {'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1202125468462442', 'resource_type': 'user'}, {'gid': '1202342087773978', 'resource_type': 'user'}, {'gid': '1201881980071466', 'resource_type': 'user'}, {'gid': '1201355885843592', 'resource_type': 'user'}, {'gid': '755946862470114', 'resource_type': 'user'}, {'gid': '1202082193459252', 'resource_type': 'user'}, {'gid': '1202965675746860', 'resource_type': 'user'}, {'gid': '1201896573439293', 'resource_type': 'user'}, {'gid': '1201371484416397', 'resource_type': 'user'}, {'gid': '1201371484381708', 'resource_type': 'user'}, {'gid': '1201413415538593', 'resource_type': 'user'}, {'gid': '1201413415538603', 'resource_type': 'user'}, {'gid': '1203901162757292', 'resource_type': 'user'}]"
MEDC P000453 Brand Manifesto Video Internal,1203076841225224,MEDC,2023-07-25T20:03:32.125Z,"[{'gid': '1201853457626650', 'resource_type': 'user'}, {'gid': '1201712374604400', 'resource_type': 'user'}, {'gid': '1201712374309396', 'resource_type': 'user'}, {'gid': '1201710975297325', 'resource_type': 'user'}, {'gid': '1201896573511855', 'resource_type': 'user'}]"
Social Work Requests,1201804449155063,Social,2023-07-25T20:04:10.949Z,[]
16624_MEDC_ Hot_ Request ,1201943541444349,MEDC,2023-07-25T20:03:32.155Z,"[{'gid': '1201896573511855', 'resource_type': 'user'}, {'gid': '1201273468880094', 'resource_type': 'user'}]"
Strategy Work Requests,1201812451269773,Strategy,2024-02-15T21:34:18.153Z,[]
001102_MEDC_Project_Hickory ,1204065829202650,MEDC,2023-07-25T20:03:32.180Z,"[{'gid': '1201896573511855', 'resource_type': 'user'}]"
Media Work Requests,1201812451269788,Media,2024-02-15T21:34:18.987Z,"[{'gid': '1201355885607272', 'resource_type': 'user'}]"
P000489_MEDC_Semiconductor_Campaign,1203100821139814,MEDC,2023-07-25T20:03:32.203Z,"[{'gid': '1201896573511855', 'resource_type': 'user'}, {'gid': '1203100821139791', 'resource_type': 'user'}, {'gid': '1201710975297325', 'resource_type': 'user'}, {'gid': '1201712374309396', 'resource_type': 'user'}, {'gid': '1201712374604400', 'resource_type': 'user'}, {'gid': '1201273468880094', 'resource_type': 'user'}, {'gid': '1201896652222510', 'resource_type': 'user'}]"
Email Honda,1201825769710896,VN Dev Team,2023-07-25T20:10:22.402Z,"[{'gid': '1201413415538595', 'resource_type': 'user'}]"
TalentReef,1201825769710899,VN Dev Team,2023-07-25T20:10:22.420Z,"[{'gid': '1201413415538595', 'resource_type': 'user'}]"
Bosley,1201825769710902,VN Dev Team,2023-07-25T20:10:22.450Z,"[{'gid': '1201413415538595', 'resource_type': 'user'}]"
P66-AEM,1201825769710905,VN Dev Team,2023-07-25T20:10:22.470Z,"[{'gid': '1201413415538595', 'resource_type': 'user'}]"
MEDC_Holiday_Campaign,1203100821139836,MEDC,2023-07-25T20:03:32.219Z,"[{'gid': '1201896573511855', 'resource_type': 'user'}, {'gid': '1203100821139791', 'resource_type': 'user'}, {'gid': '1201710975297325', 'resource_type': 'user'}, {'gid': '1201712374309396', 'resource_type': 'user'}, {'gid': '1201712374604400', 'resource_type': 'user'}, {'gid': '1201273468880094', 'resource_type': 'user'}, {'gid': '1201896652222510', 'resource_type': 'user'}]"
WD,1201825769710908,VN Dev Team,2023-07-25T20:10:22.494Z,"[{'gid': '1201413415538595', 'resource_type': 'user'}]"
Kaelus,1201825769710914,VN Dev Team,2023-07-25T20:10:22.514Z,"[{'gid': '1201413415538595', 'resource_type': 'user'}]"
Primalend,1201825769710917,VN Dev Team,2023-07-25T20:10:22.543Z,"[{'gid': '1201413415538595', 'resource_type': 'user'}]"
STR,1201825769710920,VN Dev Team,2023-07-25T20:10:22.569Z,"[{'gid': '1201413415538595', 'resource_type': 'user'}]"
DP Corner,1201812650691845,VN Dev Team,2023-09-08T06:07:32.547Z,"[{'gid': '1201371484416397', 'resource_type': 'user'}, {'gid': '1201392040379430', 'resource_type': 'user'}, {'gid': '1201392040267250', 'resource_type': 'user'}, {'gid': '1201415151369986', 'resource_type': 'user'}, {'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1202536515246475', 'resource_type': 'user'}, {'gid': '1202134229139336', 'resource_type': 'user'}, {'gid': '1202942584784352', 'resource_type': 'user'}]"
Content Strategy Work Requests,1201812451269828,Strategy,2023-07-25T20:04:18.077Z,[]
BA Team - Creative Tasks Management ,1201812451269845,Creative,2024-01-23T20:51:44.962Z,"[{'gid': '755946862470114', 'resource_type': 'user'}, {'gid': '1201881980071466', 'resource_type': 'user'}, {'gid': '1201348973435981', 'resource_type': 'user'}]"
P000490_MEDC_SOAR_Campaign ,1203100821139767,MEDC,2023-07-25T20:03:32.235Z,"[{'gid': '1201896573511855', 'resource_type': 'user'}, {'gid': '1203100821139791', 'resource_type': 'user'}, {'gid': '1201710975297325', 'resource_type': 'user'}, {'gid': '1201712374309396', 'resource_type': 'user'}, {'gid': '1201712374604400', 'resource_type': 'user'}, {'gid': '1201273468880094', 'resource_type': 'user'}, {'gid': '1201896652222510', 'resource_type': 'user'}]"
Discuss rule,1201841087081718,Frontend Master,2023-07-25T20:06:35.671Z,[]
Frontend Master,1201841694864077,VN Dev Team,2023-11-07T07:12:02.543Z,"[{'gid': '1201413415538603', 'resource_type': 'user'}, {'gid': '1202134229139336', 'resource_type': 'user'}]"
SG Chill,1201848141092455,VN Dev Team,2023-07-25T20:10:22.730Z,"[{'gid': '1201415151146491', 'resource_type': 'user'}]"
Dev Phase,1201881873300593,Z-DELETE Sample Project Team,2023-07-25T20:09:34.256Z,"[{'gid': '1151572975745744', 'resource_type': 'user'}]"
16307_ NAIAS_Campaign ,1202586390244703,MEDC,2024-01-12T15:25:05.469Z,"[{'gid': '1201896573511855', 'resource_type': 'user'}, {'gid': '1201710975297325', 'resource_type': 'user'}, {'gid': '1151572975745744', 'resource_type': 'user'}, {'gid': '1201712374309396', 'resource_type': 'user'}, {'gid': '1201712374604400', 'resource_type': 'user'}, {'gid': '1202125468462442', 'resource_type': 'user'}, {'gid': '1201371484416397', 'resource_type': 'user'}, {'gid': '1201392040267250', 'resource_type': 'user'}]"
016551 - New Brand Campaign - Production,1201886999729325,Natrol,2023-07-25T20:03:40.678Z,[]
Demo Email Project,1201883156311095,VN Dev Team,2023-07-25T20:10:22.759Z,"[{'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1201415151369986', 'resource_type': 'user'}, {'gid': '1201371484381708', 'resource_type': 'user'}]"
OOO,1201888156922443,Gravity B2B Account Team,2023-08-16T20:28:41.433Z,"[{'gid': '1202019383707550', 'resource_type': 'user'}, {'gid': '1202119720184074', 'resource_type': 'user'}]"
Mobile Unity - P66 AR ,1201883156311139,VN Dev Team,2023-07-25T20:10:22.782Z,"[{'gid': '1201371484381708', 'resource_type': 'user'}]"
HPE: Snowblower Email Campaign (015684-1),1201890910063689,VN Dev Team,2024-01-12T15:25:25.598Z,"[{'gid': '1201415151369986', 'resource_type': 'user'}, {'gid': '1201371484339884', 'resource_type': 'user'}]"
[DEV - 16676] CPH21 | P66 Aviation Emails,1201890737292944,VN Dev Team,2024-01-12T15:25:25.580Z,"[{'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1201415151369986', 'resource_type': 'user'}]"
[DEV - 16685] Email P66 Marketing Conference,1201891685567661,VN Dev Team,2024-01-12T15:24:58.319Z,"[{'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1201415151369986', 'resource_type': 'user'}, {'gid': '1201392040267250', 'resource_type': 'user'}, {'gid': '1201413415538603', 'resource_type': 'user'}]"
Thang Y Input - Email Development,1201897915387716,VN Dev Team,2023-07-25T20:10:22.925Z,"[{'gid': '1201371484381708', 'resource_type': 'user'}, {'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1201415151369986', 'resource_type': 'user'}]"
Output Test Asana API,1201897915387730,VN Dev Team,2023-07-25T20:10:22.951Z,"[{'gid': '1201371484381708', 'resource_type': 'user'}]"
[DEV] P000890 - Omni Financial Web Project [Sprint],1201898075724460,Omni Financial,2024-01-12T15:24:53.948Z,"[{'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1201419835618228', 'resource_type': 'user'}, {'gid': '1201413415538603', 'resource_type': 'user'}, {'gid': '1201371484381708', 'resource_type': 'user'}, {'gid': '1201371484416397', 'resource_type': 'user'}, {'gid': '1201415151369986', 'resource_type': 'user'}, {'gid': '1201415151146491', 'resource_type': 'user'}, {'gid': '1202942584784352', 'resource_type': 'user'}, {'gid': '1202134229139336', 'resource_type': 'user'}]"
Honda Marine Spring Into Savings (15684-1),1201910586421637,VN Dev Team,2024-01-12T15:25:25.582Z,"[{'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1201415151369986', 'resource_type': 'user'}]"
Email List,1201911541768855,VN Dev Team,2023-07-25T20:10:23.024Z,"[{'gid': '1201371484416397', 'resource_type': 'user'}, {'gid': '1201415151369986', 'resource_type': 'user'}, {'gid': '1201392040379430', 'resource_type': 'user'}, {'gid': '1201392040267250', 'resource_type': 'user'}]"
PrimaLend Managed Services - Job P002037,1201911231671039,PrimaLend Capital,2024-01-16T17:12:10.720Z,"[{'gid': '1201415151369986', 'resource_type': 'user'}, {'gid': '1200170631438159', 'resource_type': 'user'}, {'gid': '1203247841650174', 'resource_type': 'user'}, {'gid': '1202942584784352', 'resource_type': 'user'}]"
Pecan Deluxe Managed Services - Job P002027,1201911231671048,Pecan Deluxe,2024-01-16T17:13:13.291Z,"[{'gid': '1201392040379430', 'resource_type': 'user'}, {'gid': '1201419835618228', 'resource_type': 'user'}, {'gid': '1151572975745744', 'resource_type': 'user'}, {'gid': '1200170631438159', 'resource_type': 'user'}, {'gid': '1202134229139336', 'resource_type': 'user'}, {'gid': '1201415151369986', 'resource_type': 'user'}, {'gid': '1202942584784352', 'resource_type': 'user'}, {'gid': '1205138321762305', 'resource_type': 'user'}]"
Encompass Digital Advertising - Job P002033,1201911231671109,Encompass Technologies,2024-02-13T21:46:43.647Z,"[{'gid': '1200170631438159', 'resource_type': 'user'}, {'gid': '1201622170349044', 'resource_type': 'user'}, {'gid': '1201932329203469', 'resource_type': 'user'}, {'gid': '1201915514702091', 'resource_type': 'user'}, {'gid': '1202134229139336', 'resource_type': 'user'}, {'gid': '1201611500801253', 'resource_type': 'user'}, {'gid': '1205366876192921', 'resource_type': 'user'}, {'gid': '1202536515246475', 'resource_type': 'user'}, {'gid': '1202026495323462', 'resource_type': 'user'}]"
16307_Mackinaw Policy Conference,1201937599766735,MEDC,2023-07-25T20:03:32.285Z,"[{'gid': '1201710975297325', 'resource_type': 'user'}, {'gid': '1201896573511855', 'resource_type': 'user'}, {'gid': '1201712374309396', 'resource_type': 'user'}, {'gid': '1201273468880094', 'resource_type': 'user'}]"
DEV (16588-1) DT1 Patient Testimonial Network Email (16588-1),1201939216486331,VN Dev Team,2024-01-12T15:25:25.579Z,"[{'gid': '1201392040267250', 'resource_type': 'user'}, {'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1201415151369986', 'resource_type': 'user'}]"
Backend Master,1201938937945779,VN Dev Team,2024-01-12T15:25:01.077Z,"[{'gid': '1201371484381708', 'resource_type': 'user'}, {'gid': '1201413415538595', 'resource_type': 'user'}]"
16663 CH WEBSITE REFRESH,1201945271383155,Craig Hospital,2024-02-16T06:34:30.733Z,"[{'gid': '1151572975745744', 'resource_type': 'user'}, {'gid': '755946862470114', 'resource_type': 'user'}, {'gid': '1201355885843592', 'resource_type': 'user'}, {'gid': '1201639845710973', 'resource_type': 'user'}, {'gid': '1201881980071466', 'resource_type': 'user'}, {'gid': '1201896573439293', 'resource_type': 'user'}, {'gid': '1201840747987772', 'resource_type': 'user'}, {'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1201371484416397', 'resource_type': 'user'}, {'gid': '1202342087773978', 'resource_type': 'user'}, {'gid': '1201392040379430', 'resource_type': 'user'}, {'gid': '1202536515246475', 'resource_type': 'user'}, {'gid': '1201413415538603', 'resource_type': 'user'}, {'gid': '1201371484381708', 'resource_type': 'user'}, {'gid': '1201413415538595', 'resource_type': 'user'}, {'gid': '1201413415538593', 'resource_type': 'user'}, {'gid': '1201932329203469', 'resource_type': 'user'}, {'gid': '1201622169611191', 'resource_type': 'user'}, {'gid': '1205139344486175', 'resource_type': 'user'}]"
P000658 - FYO Web Maintenance Retainer,1203495466921194,Arrow,2024-01-25T17:51:14.185Z,"[{'gid': '1201801255411410', 'resource_type': 'user'}, {'gid': '1201995632674335', 'resource_type': 'user'}, {'gid': '1202019383707550', 'resource_type': 'user'}, {'gid': '1151572975745744', 'resource_type': 'user'}, {'gid': '1201392040267250', 'resource_type': 'user'}, {'gid': '1201371484381708', 'resource_type': 'user'}, {'gid': '1201413415538593', 'resource_type': 'user'}, {'gid': '1201479337859149', 'resource_type': 'user'}, {'gid': '1201413415538595', 'resource_type': 'user'}, {'gid': '1201413415538603', 'resource_type': 'user'}, {'gid': '1116203513482350', 'resource_type': 'user'}, {'gid': '1201622169611191', 'resource_type': 'user'}]"
ExakTime Managed Website Service - P002019,1202806178057162,Arcoro,2024-01-16T17:16:26.158Z,"[{'gid': '1201347774970467', 'resource_type': 'user'}, {'gid': '1200170631438159', 'resource_type': 'user'}, {'gid': '1201415151369986', 'resource_type': 'user'}, {'gid': '1151572975745744', 'resource_type': 'user'}, {'gid': '1201622170349044', 'resource_type': 'user'}, {'gid': '1201801255411410', 'resource_type': 'user'}, {'gid': '1205138321762305', 'resource_type': 'user'}]"
Dev QA - Craig Hospital Website Redesign,1202398664841750,Craig Hospital,2024-01-12T15:24:52.620Z,"[{'gid': '1201639845710973', 'resource_type': 'user'}, {'gid': '1201371484416397', 'resource_type': 'user'}, {'gid': '1201896573439293', 'resource_type': 'user'}, {'gid': '1201881980071466', 'resource_type': 'user'}, {'gid': '1201392040379430', 'resource_type': 'user'}, {'gid': '1201413415538595', 'resource_type': 'user'}, {'gid': '1201413415538603', 'resource_type': 'user'}, {'gid': '1201622169611191', 'resource_type': 'user'}, {'gid': '1202965675746860', 'resource_type': 'user'}, {'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1201371484381708', 'resource_type': 'user'}]"
16651 HJ WEBSITE MAINTENANCE,1201932179211873,Honda Digital,2024-02-15T16:56:43.142Z,"[{'gid': '1201355885843592', 'resource_type': 'user'}, {'gid': '755946862470114', 'resource_type': 'user'}, {'gid': '1201371484416397', 'resource_type': 'user'}, {'gid': '1151572975745744', 'resource_type': 'user'}, {'gid': '1201639845710973', 'resource_type': 'user'}, {'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1201371484381708', 'resource_type': 'user'}, {'gid': '1201881980071466', 'resource_type': 'user'}, {'gid': '1201413415538593', 'resource_type': 'user'}, {'gid': '1202125468462442', 'resource_type': 'user'}, {'gid': '1202342087773978', 'resource_type': 'user'}, {'gid': '1201881782049448', 'resource_type': 'user'}, {'gid': '1203901162757292', 'resource_type': 'user'}, {'gid': '1201392040267250', 'resource_type': 'user'}]"
16677 P66 AV WEBSITE MAINTENANCE,1201936124175481,Z-DELETE P66 Aviation Digital,2024-01-12T15:25:26.088Z,"[{'gid': '1201371484416397', 'resource_type': 'user'}, {'gid': '1201896573439293', 'resource_type': 'user'}, {'gid': '755946862470114', 'resource_type': 'user'}, {'gid': '1201639845710973', 'resource_type': 'user'}, {'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1201392040267250', 'resource_type': 'user'}, {'gid': '1201995632674043', 'resource_type': 'user'}, {'gid': '1202082193459252', 'resource_type': 'user'}, {'gid': '1201881980071466', 'resource_type': 'user'}, {'gid': '1201392040379430', 'resource_type': 'user'}, {'gid': '1202125468462442', 'resource_type': 'user'}, {'gid': '1202342087773978', 'resource_type': 'user'}, {'gid': '1201413415538603', 'resource_type': 'user'}, {'gid': '1205139344486175', 'resource_type': 'user'}]"
16685 P66 CORPORATE,1201936124175592,Z-DELETE P66 Marketing Conference Digital,2023-10-06T20:45:54.128Z,"[{'gid': '1201392040267250', 'resource_type': 'user'}, {'gid': '1201639845710973', 'resource_type': 'user'}, {'gid': '1201415151369986', 'resource_type': 'user'}, {'gid': '1201371484416397', 'resource_type': 'user'}, {'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1202082193459252', 'resource_type': 'user'}, {'gid': '1202125468462442', 'resource_type': 'user'}, {'gid': '1202342087773978', 'resource_type': 'user'}, {'gid': '1201995632674043', 'resource_type': 'user'}, {'gid': '1205139344486175', 'resource_type': 'user'}]"
